track_name,pos,album_name,artist_name,duration_ms,playlist_name,playlist_pid,playlist_num_tracks,playlist_num_albums,playlist_num_artists,playlist_num_followers,playlist_collaborative,harmony_degree,tonic,mode,tempo,mfcc_shape,spectral_contrast_mean,spectral_contrast_var,spectral_centroid_mean,spectral_centroid_var,spectral_flatness_mean,spectral_flatness_var
Two Princes,3,Pocket Full Of Kryptonite (Anniversary Edition),Spin Doctors,256946,90s,49,12,11,10,1,false,7.011986760890956,B,minor,135.99917763157896,"(13, 11179)",21.410807307803903,11.65936314606972,2726.369921892428,640.3370890241915,0.039867777,0.04475627
Waterfalls,4,Crazysexycool,TLC,279506,90s,49,12,11,10,1,false,5.686042287292015,D#,minor,172.265625,"(13, 13763)",21.779296370094197,11.586589504904804,2140.7657442225227,948.2618079853551,0.019519435,0.051802177
Bye Bye Bye,5,No Strings Attached,*NSYNC,200560,90s,49,12,11,10,1,false,,,,,,,,,,,
No Diggity,6,Another Level,Blackstreet,304600,90s,49,12,11,10,1,false,5.676452914413255,F#,minor,89.10290948275862,"(13, 11649)",22.581188492343625,11.736139560339376,2576.7945538905774,1099.989973912988,0.037743945,0.08185269
Genie in a Bottle,7,Christina Aguilera,Christina Aguilera,217573,90s,49,12,11,10,1,false,6.0390851497906155,F,minor,117.45383522727273,"(13, 9313)",22.974588507653277,10.991910643994162,2286.6317330414545,908.564033007056,0.020385632,0.030317897
Crazy In Love,8,Dangerously In Love (Alben für die Ewigkeit),Beyoncé,235933,90s,49,12,11,10,1,false,5.913985876814437,G#,minor,99.38401442307692,"(13, 10196)",22.44656365415381,11.787091063563013,3113.6794685374143,825.655167343125,0.04633184,0.06915055
What a Girl Wants,9,Christina Aguilera,Christina Aguilera,215800,90s,49,12,11,10,1,false,5.1627313940309785,C,major,143.5546875,"(13, 10588)",22.28954013207893,11.098118846161116,2569.493256535844,984.7611595134096,0.02551603,0.03693204
Waiting for Tonight,10,On The 6,Jennifer Lopez,246426,90s,49,12,11,10,1,false,6.264640267707752,F,minor,123.046875,"(13, 10758)",22.058603232306528,11.276989671082557,3208.4012511228498,882.4577259889124,0.052782327,0.05950316
My Own Worst Enemy,11,A Place In The Sun,Lit,169026,90s,49,12,11,10,1,false,6.030744926479524,E,major,103.359375,"(13, 8229)",21.61133339842488,11.974924796325533,2792.9819700133266,602.1007805572884,0.04505806,0.030121155
Run Wild - Acoustic,0,Run Wild,Jon Bellion,188365,Acoustic,20,16,14,10,1,false,5.458732462506047,E,minor,99.38401442307692,"(13, 10335)",23.170093033483532,11.360641455172379,1933.2894084058685,936.9849052644778,0.028329173,0.11476276
What Do You Mean? - Acoustic,1,Purpose,Justin Bieber,203800,Acoustic,20,16,14,10,1,false,,,,,,,,,,,
Sunday Morning - Acoustic,2,1.22.03 Acoustic,Maroon 5,254853,Acoustic,20,16,14,10,1,false,3.4200072886297375,G,major,161.4990234375,"(13, 10976)",23.073383172371003,11.415292189343234,1779.2434231813186,810.1336600115175,0.010623062,0.020056156
Honeypot - Acoustic,3,Peace of Mind (Deluxe),Rebelution,173560,Acoustic,20,16,14,10,1,false,2.597110754414125,D#,major,64.599609375,"(13, 7476)",26.00333614241556,9.75629444367378,1524.3199096401304,1152.3808785628282,0.01577835,0.06335587
Comfort Zone - Acoustic,4,Peace of Mind (Deluxe),Rebelution,191840,Acoustic,20,16,14,10,1,false,3.444215876089061,F#,minor,95.703125,"(13, 8264)",23.635562281530348,10.763306042388923,1996.5587549565535,1091.075176669118,0.017180894,0.05160022
Woke The F*ck Up - Acoustic,5,Woke The F*ck Up,Jon Bellion,208123,Acoustic,20,16,14,10,1,false,,,,,,,,,,,
Human - Acoustic,6,Human,Jon Bellion,247838,Acoustic,20,16,14,10,1,false,2.7383186166298747,F#,major,184.5703125,"(13, 10872)",24.671152207455524,10.318193668564819,1418.2507199780791,1060.5739289808232,0.03562862,0.16469885
All Time Low - Acoustic,7,All Time Low,Jon Bellion,222702,Acoustic,20,16,14,10,1,false,4.0219214062026465,A,minor,99.38401442307692,"(13, 9899)",23.581873750170708,11.344792048792927,2087.5867139536335,892.336951115705,0.04263374,0.15478206
Northern Downpour,8,Pretty. Odd.,Panic! At The Disco,247773,Acoustic,20,16,14,10,1,false,3.6331081706301473,F,major,86.1328125,"(13, 10807)",23.27909617162618,10.987290744376374,2159.3228173387315,860.5231232481045,0.030036323,0.10979546
February Air - Acoustic,9,LIGHTS. ACOUSTIC,Lights,231013,Acoustic,20,16,14,10,1,false,2.583082178018887,A#,major,123.046875,"(13, 9954)",25.42125816549027,10.790627510794037,2156.6642678962257,988.2331970608182,0.018919716,0.08785176
River - Acoustic,10,LIGHTS. ACOUSTIC,Lights,193880,Acoustic,20,16,14,10,1,false,2.1187455111323916,G#,major,103.359375,"(13, 8354)",25.544177479620537,10.872791020276638,2113.6721747229376,1247.5350254050077,0.022233564,0.09478307
Interlude 2,11,An Awesome Wave,alt-J,77400,Acoustic,20,16,14,10,1,false,2.2654469106178765,D,major,117.45383522727273,"(13, 3334)",22.186071804661943,10.846205923822232,893.6133864188539,630.1903460568936,0.003967195,0.014636496
Tell Her You Love Her - Acoustic,12,Talking Dreams,Echosmith,259786,Acoustic,20,16,14,10,1,false,1.9559534467323187,D,major,117.45383522727273,"(13, 11170)",26.174056231635507,10.598643254430197,1827.2667876171067,1115.3681024407333,0.007511951,0.027258264
Footprints (Acoustic),13,Rest,WVNDER,168040,Acoustic,20,16,14,10,1,false,2.8768826861959376,B,major,112.34714673913044,"(13, 7237)",25.79112630974186,11.15262446696523,1648.602765540921,717.3885144218403,0.007167262,0.024654798
Banner - Acoustic,14,Siberia,Lights,230946,Acoustic,20,16,14,10,1,false,2.4012542305395184,D,major,143.5546875,"(13, 10046)",25.889055863822698,10.487451229900298,2058.277223197891,1061.9742593201997,0.012957854,0.062019777
Half The World Away,15,All My Demons Greeting Me As A Friend,AURORA,198133,Acoustic,20,16,14,10,1,false,1.9437939110070257,G#,major,112.34714673913044,"(13, 8113)",25.11471116822691,10.087336870628288,1402.0371665986445,1018.9025850691493,0.031253234,0.16373666
My House,0,MY HOUSE,Flo Rida,192190,Awesome music,1,16,15,15,1,false,5.441489361702128,G,minor,95.703125,"(13, 8460)",22.08642358216475,11.938789306715258,2312.8571716869787,935.354702796694,0.047371306,0.14855699
Uptown Funk,1,Uptown Special,Mark Ronson,269666,Awesome music,1,16,15,15,1,false,8.500515198351366,C,major,117.45383522727273,"(13, 11646)",21.048796812782943,12.177269329231912,2759.7209180098084,903.374669420942,0.04621816,0.054857697
Lean On (feat. MØ & DJ Snake),2,Peace Is The Mission,Major Lazer,176561,Awesome music,1,16,15,15,1,false,3.0611291369240754,G,minor,99.38401442307692,"(13, 7705)",23.053808160033686,11.693882229207786,2646.9707277652274,1012.9406733538063,0.025114985,0.037673477
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",3,MY HOUSE,Flo Rida,224258,Awesome music,1,16,15,15,1,false,4.406747891283974,G,minor,117.45383522727273,"(13, 9603)",21.70687159176469,11.514679904703621,2573.9539644307056,871.6728285175363,0.030941907,0.045695275
Believer,4,Evolve,Imagine Dragons,204346,Awesome music,1,16,15,15,1,false,4.594038172850096,A#,minor,123.046875,"(13, 9326)",21.499906967479298,11.683451038335745,2288.8136821889507,831.4540035617347,0.03855785,0.121184036
This Is What You Came For,5,This Is What You Came For,Calvin Harris,222160,Awesome music,1,16,15,15,1,false,4.494998543265028,A,minor,123.046875,"(13, 10297)",21.913888438809128,11.101561390178905,2527.438165577408,898.1066990043772,0.03988369,0.09850986
Heathens,6,Heathens,Twenty One Pilots,195920,Awesome music,1,16,15,15,1,false,4.868939797549281,E,minor,89.10290948275862,"(13, 9385)",22.203423102066107,11.20547231837382,2295.5474832365476,1108.8354911961,0.04817647,0.14917512
HandClap,7,Fitz and The Tantrums,Fitz and The Tantrums,193253,Awesome music,1,16,15,15,1,false,3.979406420351302,C,minor,135.99917763157896,"(13, 8255)",22.363300456111794,11.449563108430333,2574.39409453495,764.0391006321591,0.028547762,0.05067315
iSpy (feat. Lil Yachty),8,iSpy (feat. Lil Yachty),KYLE,253106,Awesome music,1,16,15,15,1,false,4.982987106017192,D,minor,151.99908088235293,"(13, 11168)",23.008239611508852,11.113651351688592,3022.7765687803985,1095.7213513909849,0.059798997,0.108637124
It's Everyday Bro,9,It's Everyday Bro,Jake Paul,217678,Awesome music,1,16,15,15,1,false,2.152907771584814,D#,minor,151.99908088235293,"(13, 9509)",23.39132480805229,11.744672879532152,2161.396520464551,1078.9488813884993,0.026149428,0.12247488
Pokemon Theme,10,Pokemon X - Ten Years Of Pokemon,Pokémon,196826,Awesome music,1,16,15,15,1,false,5.5165151340775695,D,minor,143.5546875,"(13, 8689)",21.429740361173433,11.784927379924854,2696.85937949933,860.7523514835639,0.0672639,0.16082491
Help Me Help You (feat. Why Don't We) (GARABATTO Remix),11,Help Me Help You (feat. Why Don't We) (GARABATTO Remix),Logan Paul,199285,Awesome music,1,16,15,15,1,false,3.5950997150997153,A,major,143.5546875,"(13, 8775)",21.64417462817839,11.409174545288638,2741.848621707477,1289.7798061628907,0.065912545,0.1605737
That's What I Like,12,24K Magic,Bruno Mars,206693,Awesome music,1,16,15,15,1,false,4.877919788453063,G#,major,135.99917763157896,"(13, 9076)",22.06833182893844,11.606635198136468,2644.890914368332,1106.6035328314347,0.059050586,0.16027713
Shape of You,13,÷,Ed Sheeran,233712,Awesome music,1,16,15,15,1,false,4.407250595395607,F#,minor,129.19921875,"(13, 11337)",21.587127501955855,11.464919064873934,2049.577977119043,1038.2908313278829,0.07465623,0.2206464
Jump Around,14,Jump Around,KSI,186728,Awesome music,1,16,15,15,1,false,3.6043520076941573,D#,major,107.666015625,"(13, 8318)",21.172756044223178,11.660697469437087,2441.3241507082184,919.774629044438,0.047114834,0.144911
Mmm Yeah (feat. Pitbull),15,The Secret,Austin Mahone,231624,Awesome music,1,16,15,15,1,false,6.202523771438727,F#,minor,123.046875,"(13, 11253)",20.798638162868997,11.467585854471087,2633.27720814145,1090.3591015577792,0.108183,0.24241698
Ang Laga De,0,Ram-Leela (Original Motion Picture Soundtrack),Aditi Paul,327235,Bollywood,28,8,4,6,1,false,3.8911126995472958,F,minor,103.359375,"(13, 8394)",24.39311859221047,11.09538682517951,3227.091617298828,1014.4062508199495,0.024811191,0.04803298
Lahu Munh Lag Gaya,1,Ram-Leela (Original Motion Picture Soundtrack),Shail Hada,300068,Bollywood,28,8,4,6,1,false,3.7243793761935073,F,minor,143.5546875,"(13, 14139)",22.787638300959763,11.477229177977945,3229.3040994119897,829.1083825614528,0.055854574,0.08694456
Poore Chand,2,Ram-Leela (Original Motion Picture Soundtrack),Shail Hada,247954,Bollywood,28,8,4,6,1,false,2.731434384537131,G#,minor,151.99908088235293,"(13, 9830)",23.89092934270786,10.983727686998279,3035.0808163710167,708.129234759979,0.033895936,0.07749798
Bezubaan,3,ABCD - Any Body Can Dance (Original Motion Picture Soundtrack),Mohit Chauhan,282840,Bollywood,28,8,4,6,1,false,4.847844977407021,C#,major,103.359375,"(13, 11508)",21.8653741313365,11.269912602935197,2002.2163568485405,727.1681188473032,0.014425405,0.03063214
Yoon Shabnami,4,Saawariya (Original Motion Picture Soundtrack),Monty Sharma,315360,Bollywood,28,8,4,6,1,false,4.682170542635659,C,major,95.703125,"(13, 11868)",23.173284237172922,11.496164846963836,2141.7179303171665,702.8131290618395,0.014543956,0.043472003
Chhabeela,5,Saawariya (Original Motion Picture Soundtrack),Monty Sharma,323840,Bollywood,28,8,4,6,1,false,5.43902804859757,D#,major,92.28515625,"(13, 13334)",23.234176068502457,11.734711148701273,2469.6253695480573,727.7620817565786,0.029161846,0.088011354
Bijli Aaye Ya Na Aaye (Dhol Bajena Mix),6,The Reluctant Fundamentalist Soundtrack,Meesha Shafi,187946,Bollywood,28,8,4,6,1,false,4.207164916615195,E,major,151.99908088235293,"(13, 8095)",22.983152766105043,12.870019894540262,2563.433516860613,717.219043316002,0.027112016,0.054281823
Nagada Sang Dhol,7,Ram-Leela (Original Motion Picture Soundtrack),Shreya Ghoshal,273319,Bollywood,28,8,4,6,1,false,6.599124989276829,D#,minor,78.30255681818181,"(13, 11657)",20.995705452000358,11.294646692656102,3536.7214589374476,622.5541974712081,0.08455989,0.058706317
Stay (with Alessia Cara),0,Stay,Zedd,210090,Brunch,27,15,15,15,1,false,4.195379753732157,G#,major,103.359375,"(13, 9177)",21.75138533166894,11.002834073032446,2660.159104706275,1149.6475629588836,0.053706627,0.12481658
The Good Life,1,Life Starts Now,Three Days Grace,173173,Brunch,27,15,15,15,1,false,4.9859951521680586,D,minor,129.19921875,"(13, 7426)",20.97660460780707,12.306340971554757,2819.982912679482,506.99148098551603,0.04163303,0.033378165
Keep Your Eyes Open,2,The Reckoning,NEEDTOBREATHE,250466,Brunch,27,15,15,15,1,false,4.188677485543741,C,major,78.30255681818181,"(13, 10722)",21.79858464740313,11.502514767489746,2331.186501534606,1000.3551374596063,0.08879718,0.23346767
Work,3,Vivid,Vivian Green,251559,Brunch,27,15,15,15,1,false,4.883278940295642,D,minor,117.45383522727273,"(13, 10418)",22.285587510096175,11.391352099536503,2132.3557456820936,761.4165059228765,0.015511045,0.03341457
Vibrate,4,Tesla,Flux Pavilion,233500,Brunch,27,15,15,15,1,false,2.842601787487587,E,minor,151.99908088235293,"(13, 10070)",21.8926444692714,11.542767377715318,2922.42523181399,892.8688031608842,0.040592708,0.059617277
FIYAH,5,FIYAH,will.i.am,240813,Brunch,27,15,15,15,1,false,3.8799198058457316,F#,minor,117.45383522727273,"(13, 9477)",21.408373786771975,11.540905049817926,1924.3713283166003,1137.6462610563271,0.030859439,0.11942747
Applause,6,ARTPOP,Lady Gaga,212333,Brunch,27,15,15,15,1,false,4.7579963135639165,G,minor,143.5546875,"(13, 9223)",22.228629741795366,11.66497560326778,2784.511976743784,823.9505021611502,0.058177218,0.10921733
Buy U a Drank (Shawty Snappin'),7,Epiphany,T-Pain,227960,Brunch,27,15,15,15,1,false,3.9414255469301342,D#,minor,161.4990234375,"(13, 9919)",23.089526038717004,11.209763971562955,2792.216642610506,1019.017899463742,0.026169382,0.06456511
Dance Like Yo Daddy,8,Thank You,Meghan Trainor,183240,Brunch,27,15,15,15,1,false,5.642422706538267,A,minor,143.5546875,"(13, 7892)",22.070372386905124,10.926142769678282,2916.4809298568453,892.4399851494788,0.050309595,0.06765653
Drop That - Original Mix,10,Fux Wit It,Caked Up,224571,Brunch,27,15,15,15,1,false,3.82860092927207,F,minor,143.5546875,"(13, 9685)",20.735632489300066,11.950537926637166,2708.3602851612723,1062.4771193245672,0.04788058,0.10423808
Vacation,11,Tangled Up,Thomas Rhett,223253,Brunch,27,15,15,15,1,false,4.07321197652442,F#,minor,135.99917763157896,"(13, 10053)",21.34199067110454,12.171845817882085,2598.1529862165426,954.6499246830684,0.05748879,0.14244495
Otra Cosa.(2.5),12,Otra Cosa.(2.5),Daddy Yankee,212584,Brunch,27,15,15,15,1,false,5.573587385019711,F,minor,129.19921875,"(13, 9132)",22.215067146005435,11.514407601451964,2241.956737891733,884.1336492668835,0.021971954,0.060812607
Pillowfight,13,Pillowfight,Bassjackers,197836,Brunch,27,15,15,15,1,false,4.265339292970337,G,minor,129.19921875,"(13, 7383)",21.71575088955358,11.449607059094706,2869.6635847256694,772.66128918613,0.054165896,0.115324706
Daddy,14,Dangerously In Love,Beyoncé,297706,Brunch,27,15,15,15,1,false,4.041326173243054,B,major,123.046875,"(13, 12849)",24.4138965418076,10.143839574784776,2380.0815013430733,906.1195392365897,0.019686317,0.058541365
Laal Ishq,0,Ram-Leela (Original Motion Picture Soundtrack),Arijit Singh,387239,Currently,12,8,5,3,1,false,3.103911544406135,D#,major,107.666015625,"(13, 16822)",22.892264758738833,11.873363592487026,2755.0289483915294,759.1032813070623,0.032976057,0.0941584
Tango Kelaayo,1,Kaatru Veliyidai (Original Motion Picture Soundtrack),A.R. Rahman,290214,Currently,12,8,5,3,1,false,5.020570012391573,C,minor,123.046875,"(13, 12105)",22.897069477732533,11.241536749502508,1901.9628071288582,642.9909595407336,0.013208577,0.061769616
Saarattu Vandiyila,2,Kaatru Veliyidai (Original Motion Picture Soundtrack),A.R. Rahman,291987,Currently,12,8,5,3,1,false,4.707096171802054,D,minor,95.703125,"(13, 10710)",22.531083848099666,11.413643214442564,2245.6588108294873,781.7918815902066,0.023060504,0.089217156
Naane Varugiraen,3,O Kadhal Kanmani (Original Motion Picture Soundtrack),A.R. Rahman,365450,Currently,12,8,5,3,1,false,3.0700250312891115,F#,minor,99.38401442307692,"(13, 15980)",24.490779037422826,11.318364685893734,1511.3469715786161,628.8723843894691,0.008092016,0.06463889
One Thing / Jeena Jeena,4,Yuva,Penn Masala,263046,Currently,12,8,5,3,1,false,,,,,,,,,,,
Sooraj Dooba Hain / Sugar,5,Yuva,Penn Masala,233059,Currently,12,8,5,3,1,false,,,,,,,,,,,
She Will Be Loved / O Re Piya,6,Panoramic,Penn Masala,298200,Currently,12,8,5,3,1,false,,,,,,,,,,,
Photograph / Aayat / Laal Ishq,7,Yuva,Penn Masala,306618,Currently,12,8,5,3,1,false,,,,,,,,,,,
Yara Seeli Seeli,0,A Mighty Heart (Music From The Motion Picture),Lata Mangeshkar,302146,Emotions,2,24,13,5,1,false,2.986636810170471,D#,major,172.265625,"(13, 13844)",25.124461495283146,11.331002848767293,2505.088266423932,690.0666090655246,0.014625169,0.021386966
Lag Ja Gale Se Phir,1,"Best Of Lata Mangeshkar, Vol. 4",Lata Mangeshkar,258613,Emotions,2,24,13,5,1,false,3.2765244977088472,C,minor,129.19921875,"(13, 11348)",24.469800052934943,12.144692665677736,2138.695838633601,763.7474552720231,0.01588502,0.0852557
"Bahon Mein Chale Aao - From ""Anamika""",2,"Legends: Lata Mangeshkar - The Melody Queen, Vol. 4",Lata Mangeshkar,241666,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Pyar Kiya To Darna Kya - From ""Mughal-E-Azam""",3,Emotions,Lata Mangeshkar,381080,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Dil Deewana - From ""Maine Pyar Kiya""",4,"Legends: Lata Mangeshkar - The Melody Queen, Vol. 5",Lata Mangeshkar,354426,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Chanda Hai Tu Mera Suraj Hai Tu - From ""Aradhana""",5,Emotions,Lata Mangeshkar,242506,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Mere Khwabon Mein - From ""Dilwale Dulhania Le Jayenge""",6,"Legends: Lata Mangeshkar - The Melody Queen, Vol. 5",Lata Mangeshkar,270093,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Sun Sahiba Sun - From ""Ram Teri Ganga Maili""",7,"Legends: Lata Mangeshkar - The Melody Queen, Vol. 5",Lata Mangeshkar,315853,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Bindiya Chamke Gi - From ""Do Raaste""",8,"Legends: Lata Mangeshkar - The Melody Queen, Vol. 3",Lata Mangeshkar,337680,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Aaj Phir Jeene Ki Tamanna Hai - From ""Guide""",9,"Legends: Lata Mangeshkar - The Melody Queen, Vol. 2",Lata Mangeshkar,265293,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Kora Kagaz Tha Yeh Man Mera - From ""Aradhana""",10,"Legends: Lata Mangeshkar - The Melody Queen, Vol. 3",Lata Mangeshkar,340093,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Tujhe Dekha To - From ""Dilwale Dulhania Le Jayenge""",11,The Best of Lata Ever: 1990's - 2000's,Lata Mangeshkar,401200,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Teri Bindiya Re - From ""Abhimaan""",12,"Legends: Mohd. Rafi - The Incomparable, Vol. 5",Mohammed Rafi,272373,Emotions,2,24,13,5,1,false,,,,,,,,,,,
Tere Bina Jiya Jaaye Na,13,Bollywood Legend - The Best Of The Emi Years,R. D. Burman,347373,Emotions,2,24,13,5,1,false,2.6950488545857625,A,minor,103.359375,"(13, 12179)",25.840820661027294,12.98308276451815,1709.185405805855,539.3446308968419,0.008779903,0.08480214
"Jai Jai Shiv Shankar - From ""Aap Ki Kasam""",14,Emotions,Lata Mangeshkar,337133,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Bheegi Bheegi Raaton Mein - From ""Ajnabee""",15,The Best of Lata Ever: 1970's,Lata Mangeshkar,233053,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Ho Gaya Hai Tujhko To Pyar Sajna - From ""Dilwale Dulhania Le Jayenge""",16,The Best of Lata Ever: 1990's - 2000's,Lata Mangeshkar,349826,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Mujhe Teri Mohabbat Ka Sahara - From ""Aap Aye Bahar Ayee""",17,Emotions,Mohammed Rafi,381160,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Kabhi Kabhi Mere Dil Mein - From ""Kabhi Kabhie""",18,"Legends: Lata Mangeshkar - The Melody Queen, Vol. 4",Lata Mangeshkar,309533,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Yeh Kahan Aa Gaye Hum - From ""Silsila""",19,Emotions,Lata Mangeshkar,474906,Emotions,2,24,13,5,1,false,,,,,,,,,,,
"Karvaten Badalte Rahe - From ""Aap Ki Kasam""",20,The Best of Lata Ever: 1970's,Kishore Kumar,310813,Emotions,2,24,13,5,1,false,,,,,,,,,,,
